

Episode,TotalReward,PolicyLoss,ValueLoss
17,-32313.707180764526,-0.04198189824819565,0.6827136874198914
18,-32293.231503404677,-0.015905937179923058,0.6800472140312195
19,-32352.202389720827,0.009695311076939106,0.6787801384925842
20,-32356.610739473253,0.02205992117524147,0.6763889193534851
21,-32368.998906634748,0.026093535125255585,0.6751939058303833
22,-32365.076807353646,0.01898961141705513,0.6728547215461731
23,-32369.61640790291,0.009757955558598042,0.6724230647087097
24,-32428.080781159922,0.003678340697661042,0.672044038772583
25,-32433.687634872273,-0.003667213022708893,0.6704892516136169
26,-32412.713780820835,-0.003779273945838213,0.6680984497070312
27,-32428.792946383357,-0.008927910588681698,0.6673436164855957
28,-32396.20807639882,0.000368330511264503,0.6653906106948853
